Time,192.168.1.207:5000.T,192.168.1.207:5000.field,192.168.1.207:5000.T_approach,192.168.1.207:5000.field_approach,192.168.1.207:5000.field_driven,192.168.1.207:5000.chamber_state
6.41,,,,,,
6.63,,,,,,
6.84,,,,,,
7.05,,,,,,
7.26,,,,,,
7.48,,,,,,
7.69,,,,,,
7.9,,,,,,
8.11,,,,,,
8.32,,,,,,
8.53,,,,,,
8.75,,,,,,
8.97,,,,,,
9.18,,,,,,
9.39,,,,,,
9.6,,,,,,
9.82,,,,,,
10.04,,,,,,
10.26,,,,,,
10.48,,,,,,
10.69,,,,,,
10.89,,,,,,
11.11,,,,,,
11.32,,,,,,
11.53,,,,,,
11.74,,,,,,
11.95,,,,,,
12.17,,,,,,
12.39,,,,,,
12.6,,,,,,
12.81,,,,,,
13.02,,,,,,
13.24,,,,,,
13.46,,,,,,
13.68,,,,,,
13.89,,,,,,
14.11,,,,,,
14.32,,,,,,
14.53,,,,,,
14.75,,,,,,
14.96,,,,,,
15.17,,,,,,
15.39,,,,,,
15.6,,,,,,
15.81,,,,,,
16.01,,,,,,
16.23,,,,,,
16.45,,,,,,
16.65,,,,,,
16.86,,,,,,
17.07,,,,,,
17.29,,,,,,
17.49,,,,,,
17.71,,,,,,
17.96,,,,,,
18.24,,,,,,
18.5,,,,,,
18.76,,,,,,
19.03,,,,,,
19.28,,,,,,
19.54,,,,,,
19.79,,,,,,
20.0,,,,,,
20.21,,,,,,
20.42,,,,,,
20.63,,,,,,
20.84,,,,,,
21.06,,,,,,
21.28,,,,,,
21.49,,,,,,
21.7,,,,,,
21.91,,,,,,
22.13,,,,,,
22.34,,,,,,
22.56,,,,,,
22.78,,,,,,
22.98,,,,,,
23.19,,,,,,
23.41,,,,,,
23.61,,,,,,
23.82,,,,,,
24.03,,,,,,
24.24,,,,,,
24.45,,,,,,
24.65,,,,,,
24.87,,,,,,
25.09,,,,,,
25.29,,,,,,
25.5,,,,,,
25.71,,,,,,
25.92,,,,,,
26.14,,,,,,
26.36,,,,,,
26.57,,,,,,
26.79,,,,,,
26.99,,,,,,
27.19,,,,,,
27.4,,,,,,
27.61,,,,,,
27.81,,,,,,
28.02,,,,,,
28.23,,,,,,
28.44,,,,,,
28.65,,,,,,
28.85,,,,,,
29.06,,,,,,
29.27,,,,,,
29.48,,,,,,
29.68,,,,,,
29.9,,,,,,
30.11,,,,,,
30.32,,,,,,
30.53,,,,,,
30.75,,,,,,
30.96,,,,,,
31.18,,,,,,
31.4,,,,,,
31.61,,,,,,
31.82,,,,,,
32.03,,,,,,
32.25,,,,,,
32.47,,,,,,
32.68,,,,,,
32.9,,,,,,
33.1,,,,,,
33.31,,,,,,
33.53,,,,,,
33.74,,,,,,
33.96,,,,,,
34.17,,,,,,
34.38,,,,,,
34.59,,,,,,
34.79,,,,,,
35.0,,,,,,
35.21,,,,,,
35.42,,,,,,
35.63,,,,,,
35.84,,,,,,
36.05,,,,,,
36.26,,,,,,
36.47,,,,,,
36.69,,,,,,
36.89,,,,,,
37.12,,,,,,
37.32,,,,,,
37.53,,,,,,
37.74,,,,,,
37.96,,,,,,
38.17,,,,,,
38.37,,,,,,
38.58,,,,,,
38.79,,,,,,
38.99,,,,,,
39.2,,,,,,
39.42,,,,,,
39.64,,,,,,
39.85,,,,,,
40.07,,,,,,
40.28,,,,,,
40.5,,,,,,
40.72,,,,,,
40.93,,,,,,
41.14,,,,,,
41.35,,,,,,
41.56,,,,,,
41.77,,,,,,
41.98,,,,,,
42.2,,,,,,
42.41,,,,,,
42.63,,,,,,
42.83,,,,,,
43.04,,,,,,
43.26,,,,,,
43.47,,,,,,
43.68,,,,,,
43.89,,,,,,
44.1,,,,,,
44.31,,,,,,
44.52,,,,,,
44.73,,,,,,
44.95,,,,,,
45.17,,,,,,
45.37,,,,,,
45.59,,,,,,
45.8,,,,,,
46.01,,,,,,
46.23,,,,,,
46.43,,,,,,
46.64,,,,,,
46.85,,,,,,
47.06,,,,,,
47.26,,,,,,
47.47,,,,,,
47.69,,,,,,
47.9,,,,,,
48.12,,,,,,
48.33,,,,,,
48.54,,,,,,
48.75,,,,,,
48.96,,,,,,
49.17,,,,,,
49.37,,,,,,
49.58,,,,,,
49.8,,,,,,
50.02,,,,,,
50.24,,,,,,
50.45,,,,,,
50.66,,,,,,
50.87,,,,,,
51.09,,,,,,
51.3,,,,,,
51.52,,,,,,
51.74,,,,,,
51.95,,,,,,
52.17,,,,,,
52.38,,,,,,
52.59,,,,,,
52.8,,,,,,
53.01,,,,,,
53.22,,,,,,
53.42,,,,,,
53.64,,,,,,
