Time,192.168.1.207:5000.T,192.168.1.207:5000.field,192.168.1.207:5000.T_approach,192.168.1.207:5000.field_approach,192.168.1.207:5000.field_driven,192.168.1.207:5000.chamber_state
34.27,,,,,,
34.48,,,,,,
34.69,,,,,,
34.9,,,,,,
35.12,,,,,,
35.33,,,,,,
35.55,,,,,,
35.77,,,,,,
36.0,,,,,,
36.21,,,,,,
36.43,,,,,,
36.65,,,,,,
36.86,,,,,,
37.08,,,,,,
37.3,,,,,,
37.52,,,,,,
37.73,,,,,,
37.95,,,,,,
38.16,,,,,,
38.38,,,,,,
38.59,,,,,,
38.8,,,,,,
39.02,,,,,,
39.29,,,,,,
39.59,,,,,,
39.87,,,,,,
40.17,,,,,,
40.46,,,,,,
40.72,,,,,,
40.99,,,,,,
41.26,,,,,,
41.51,,,,,,
41.76,,,,,,
42.05,,,,,,
42.29,,,,,,
42.53,,,,,,
42.8,,,,,,
43.04,,,,,,
43.33,,,,,,
43.57,,,,,,
43.83,,,,,,
44.08,,,,,,
44.36,,,,,,
44.65,,,,,,
44.93,,,,,,
45.19,,,,,,
45.47,,,,,,
45.8,,,,,,
46.05,,,,,,
46.37,,,,,,
46.65,,,,,,
46.95,,,,,,
47.21,,,,,,
47.52,,,,,,
47.78,,,,,,
48.05,,,,,,
48.31,,,,,,
48.58,,,,,,
48.84,,,,,,
49.1,,,,,,
49.34,,,,,,
49.6,,,,,,
49.9,,,,,,
50.19,,,,,,
50.49,,,,,,
50.75,,,,,,
51.02,,,,,,
51.31,,,,,,
51.6,,,,,,
51.92,,,,,,
52.17,,,,,,
52.43,,,,,,
52.69,,,,,,
52.99,,,,,,
53.24,,,,,,
53.54,,,,,,
53.8,,,,,,
54.09,,,,,,
54.34,,,,,,
54.62,,,,,,
54.87,,,,,,
55.16,,,,,,
55.4,,,,,,
55.68,,,,,,
55.96,,,,,,
56.25,,,,,,
56.55,,,,,,
56.79,,,,,,
57.04,,,,,,
57.29,,,,,,
57.54,,,,,,
57.82,,,,,,
58.1,,,,,,
58.38,,,,,,
58.65,,,,,,
58.91,,,,,,
59.17,,,,,,
59.45,,,,,,
59.75,,,,,,
59.99,,,,,,
60.25,,,,,,
60.49,,,,,,
60.77,,,,,,
61.09,,,,,,
61.36,,,,,,
61.63,,,,,,
61.88,,,,,,
62.13,,,,,,
62.43,,,,,,
62.67,,,,,,
62.95,,,,,,
63.22,,,,,,
63.48,,,,,,
63.73,,,,,,
63.98,,,,,,
64.28,,,,,,
64.55,,,,,,
64.84,,,,,,
65.11,,,,,,
65.39,,,,,,
65.74,,,,,,
65.99,,,,,,
66.28,,,,,,
66.52,,,,,,
66.83,,,,,,
67.11,,,,,,
67.36,,,,,,
67.64,,,,,,
67.92,,,,,,
68.13,,,,,,
68.34,,,,,,
68.55,,,,,,
68.76,,,,,,
68.98,,,,,,
69.18,,,,,,
